1.3167206	0.0	0.49273008	0.66452646
1.1870531	0.0	0.6789645	0.0
1.0733602	0.0	0.46830192	0.0
1.1334994	0.048993677	0.22897345	0.11615413
1.1298984	0.87468594	0.89474034	0.07638896
1.2298088	1.3294913	1.0544901	0.0
0.2327989	0.73590493	0.462614	0.49874642
2.6246018	1.7784755	3.681246	4.9182854
0.5176079	0.0	0.07291034	0.44662178
0.59355897	0.0	0.0	0.0
0.5289932	0.0	0.0	0.0
0.62236995	0.0	0.0	0.0
0.46619186	0.0	0.0	0.17515047
0.5136115	0.0	0.027477996	0.0
0.26205832	0.0	0.24751739	0.0
0.9933015	0.2579883	0.9742494	1.527861
0.5570571	0.0	0.05469715	0.42710203
0.5549482	0.0	0.0	0.0
0.89900947	0.0	0.0	0.0
1.2007151	0.0	0.0	0.0
0.966843	0.0	0.0	0.0
0.7961917	0.0	0.0	0.0
0.85950464	0.0	0.2893483	0.0
0.0	0.0	0.0982711	0.7096948
0.6010564	0.0	0.0	0.4235211
0.6102498	0.0	0.0	0.0
0.75822514	0.0	0.0	0.0
0.7226771	0.0	0.0	0.0
0.48155865	0.0	0.0	0.0
0.571902	0.0	0.0	0.0
0.56464773	0.28314134	0.0	0.0
1.7143332	1.1592656	2.8559217	3.2891278
0.57350636	0.0	0.02532329	0.3956521
0.66649204	0.0	0.0	0.0
0.6109636	0.0	0.0	0.0
0.63394433	0.0	0.0	0.0
0.6023743	0.0	0.0	0.0
1.445061	0.0	0.0	0.0
1.8159561	0.5619897	0.60358566	0.0
0.7728611	0.25608677	0.2946965	3.647861
1.0346869	0.0	0.40228355	0.22438793
0.865591	0.0	0.0	0.0
0.8102269	0.0	0.0	0.0
0.8719642	0.0	0.0	0.0
0.51206726	0.0	0.0	0.07634747
0.99730664	0.0	0.026604231	0.0
1.8738401	0.9993549	0.15806687	0.0
0.8041905	0.36568624	0.03639152	1.3409168
1.0721152	0.0	0.0	0.0
0.9216339	0.0	0.0	0.0
0.68613964	0.0	0.0	0.0
1.173838	0.0	0.0	0.0
0.9104692	0.0	0.0	0.0
0.6370264	0.0	0.0	0.0
0.68084556	0.0	0.0	0.0
0.4184703	0.14345464	0.290781	0.95625305
1.3375984	0.0	0.2834874	0.6614142
1.5611961	0.0	0.6141284	0.09909542
1.5291754	0.0	0.44521102	0.0
1.3249224	0.0	0.67516303	0.0
1.2073818	0.0	0.28195187	0.10671079
1.26015	0.0	0.0475738	0.12556827
1.1814232	0.48486936	0.07941104	0.289076
